warehouse,date,orders,holiday_name,holiday,shutdown,mini_shutdown,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,user_activity_1,user_activity_2,id
Brno_1,3/8/2023,7216,International womens day,0,0,0,0,0,0,0,1,0,0.32,0,2319,31113,Brno_1_2023-03-08
Brno_1,3/9/2023,7312,,0,0,0,0,0,0,0,1,0,1.69,0,2347,31154,Brno_1_2023-03-09
Brno_1,3/10/2023,8698,,0,0,0,0,0,0,0,1,0,0.15,0,2332,31229,Brno_1_2023-03-10
Brno_1,3/11/2023,7807,,0,0,0,0,0,0,0,1,0,1.38,0.1,2337,31276,Brno_1_2023-03-11
Brno_1,3/12/2023,6691,,0,0,0,0,0,0,0,1,0,0.4,0,2312,31139,Brno_1_2023-03-12
Brno_1,3/13/2023,6998,,0,0,0,0,1,0,0,1,0,0.83,0,2321,31121,Brno_1_2023-03-13
Brno_1,3/14/2023,6769,,0,0,0,0,1,0,0,1,0,3.3,0,2327,31099,Brno_1_2023-03-14
Brno_1,3/15/2023,6733,,0,0,0,0,1,0,0,1,0,0,0,2309,31098,Brno_1_2023-03-15
Brno_1,3/16/2023,6956,,0,0,0,0,1,0,0,1,0,0,0,2325,31031,Brno_1_2023-03-16
Brno_1,3/17/2023,7910,,0,0,0,0,1,0,0,1,0,0,0,2353,31089,Brno_1_2023-03-17
Brno_1,3/18/2023,7432,,0,0,0,0,1,0,0,1,0,0,0,2305,31069,Brno_1_2023-03-18
Brno_1,3/19/2023,7303,,0,0,0,0,1,0,0,1,0,0,0,2312,31005,Brno_1_2023-03-19
Brno_1,3/20/2023,7106,,0,0,0,0,0,0,0,1,0,0.15,0,2303,30950,Brno_1_2023-03-20
Brno_1,3/21/2023,6799,,0,0,0,0,0,0,0,1,0,0,0,2320,30926,Brno_1_2023-03-21
Brno_1,3/22/2023,6700,,0,0,0,0,0,0,0,1,0,0,0,2294,30894,Brno_1_2023-03-22
Brno_1,3/23/2023,7018,,0,0,0,0,0,0,0,1,0,0,0,2305,30886,Brno_1_2023-03-23
Brno_1,3/24/2023,8440,,0,0,0,0,0,0,0,1,0,4.78,0,2347,30929,Brno_1_2023-03-24
Brno_1,3/25/2023,7279,,0,0,0,0,0,0,0,1,0,0.12,0,2294,30886,Brno_1_2023-03-25
Brno_1,3/26/2023,6769,,0,0,0,0,0,0,0,1,0,1.33,0,2275,30773,Brno_1_2023-03-26
Brno_1,3/27/2023,7204,,0,0,0,0,0,0,0,1,0,0,0,2320,30751,Brno_1_2023-03-27
Brno_1,3/28/2023,7159,,0,0,0,0,0,0,0,1,0,1.82,0.18,2300,30758,Brno_1_2023-03-28
Brno_1,3/29/2023,6962,,0,0,0,0,0,0,0,1,0,0.21,0,2330,30795,Brno_1_2023-03-29
Brno_1,3/30/2023,7208,,0,0,0,0,0,0,0,1,0,6.02,0,2309,30790,Brno_1_2023-03-30
Brno_1,3/31/2023,8329,,0,0,0,0,0,0,0,1,0,3.34,0,2332,30836,Brno_1_2023-03-31
Brno_1,4/1/2023,7283,,0,0,0,0,0,0,0,1,0,0.51,0,2306,30857,Brno_1_2023-04-01
Brno_1,4/2/2023,6827,,0,0,0,0,0,0,0,1,0,3.81,0,2285,30813,Brno_1_2023-04-02
Brno_1,4/3/2023,7034,,0,0,0,0,0,0,0,1,0,0,0,2302,30831,Brno_1_2023-04-03
Brno_1,4/4/2023,7295,,0,0,0,0,0,0,0,1,0,0,0,2313,30883,Brno_1_2023-04-04
Brno_1,4/5/2023,7966,,0,0,0,0,0,0,0,1,0,0,0,2338,31019,Brno_1_2023-04-05
Brno_1,4/6/2023,9398,,0,0,0,0,0,0,0,1,0,0,0,2349,31198,Brno_1_2023-04-06
Brno_1,4/7/2023,8633,Good Friday,1,0,0,0,0,0,0,1,0,1.46,0,2347,31317,Brno_1_2023-04-07
Brno_1,4/8/2023,7155,,1,0,0,0,0,0,0,1,0,3.99,0.65,2296,31341,Brno_1_2023-04-08
Brno_1,4/9/2023,7103,,1,0,0,0,0,0,0,1,0,3.58,0,2309,31255,Brno_1_2023-04-09
Brno_1,4/10/2023,6189,Easter Monday,1,0,0,1,0,0,0,1,0,0,0,2300,31171,Brno_1_2023-04-10
Brno_1,4/11/2023,7271,,0,0,0,0,0,0,0,1,0,10.23,0,2296,31190,Brno_1_2023-04-11
Brno_1,4/12/2023,6871,,0,0,0,0,0,0,0,1,0,0,0,2301,31160,Brno_1_2023-04-12
Brno_1,4/13/2023,6933,,0,0,0,0,0,0,0,1,0,18.26,0,2312,31136,Brno_1_2023-04-13
Brno_1,4/14/2023,9016,,0,0,0,0,0,0,0,1,0,34.76,0,2345,31315,Brno_1_2023-04-14
Brno_1,4/15/2023,8203,,0,0,0,0,0,0,0,1,0,2.36,0,2324,31429,Brno_1_2023-04-15
Brno_1,4/16/2023,6857,,0,0,0,0,0,0,0,1,0,0.57,0,2287,31421,Brno_1_2023-04-16
Brno_1,4/17/2023,7009,,0,0,0,0,0,0,0,1,0,0,0,2294,31474,Brno_1_2023-04-17
Brno_1,4/18/2023,7067,,0,0,0,0,0,0,0,1,0,0,0,2296,31484,Brno_1_2023-04-18
Brno_1,4/19/2023,7181,,0,0,0,0,0,0,0,1,0,3.9,0,2306,31517,Brno_1_2023-04-19
Brno_1,4/20/2023,7219,,0,0,0,0,0,0,0,1,0,0,0,2325,31565,Brno_1_2023-04-20
Brno_1,4/21/2023,8531,,0,0,0,0,0,0,0,1,0,0.29,0,2327,31676,Brno_1_2023-04-21
Brno_1,4/22/2023,7205,,0,0,0,0,0,0,0,1,0,0,0,2297,31688,Brno_1_2023-04-22
Brno_1,4/23/2023,6938,,0,0,0,0,0,0,0,1,0,1.48,0,2299,31612,Brno_1_2023-04-23
Brno_1,4/24/2023,7455,,0,0,0,0,0,0,0,1,0,2.21,0,2308,31627,Brno_1_2023-04-24
Brno_1,4/25/2023,7072,,0,0,0,0,0,0,0,1,0,1.36,0,2285,31644,Brno_1_2023-04-25
Brno_1,4/26/2023,6985,,0,0,0,0,0,0,0,1,0,0,0,2294,31634,Brno_1_2023-04-26
Brno_1,4/27/2023,7171,,0,0,0,0,0,0,0,1,0,0,0,2305,31627,Brno_1_2023-04-27
Brno_1,4/28/2023,8575,,0,0,0,0,0,0,0,1,0,6.83,0,2325,31696,Brno_1_2023-04-28
Brno_1,4/29/2023,7484,,0,0,0,0,0,0,0,1,0,5.11,0,2305,31725,Brno_1_2023-04-29
Brno_1,4/30/2023,6941,,0,0,0,0,0,0,0,1,0,0,0,2272,31645,Brno_1_2023-04-30
Brno_1,5/1/2023,6412,Labour Day,1,0,0,0,0,0,0,1,0,0,0,2275,31587,Brno_1_2023-05-01
Brno_1,5/2/2023,7043,,0,0,0,0,0,0,0,1,0,3.44,0,2290,31576,Brno_1_2023-05-02
Brno_1,5/3/2023,7033,,0,0,0,0,0,0,0,1,0,0,0,2285,31528,Brno_1_2023-05-03
Brno_1,5/4/2023,7153,,0,0,0,0,0,0,0,1,0,0,0,2273,31463,Brno_1_2023-05-04
Brno_1,5/5/2023,8397,,0,0,0,0,0,0,0,1,0,0,0,2281,31395,Brno_1_2023-05-05
Brno_1,5/6/2023,7180,,0,0,0,0,0,0,0,1,0,6.86,0,2299,31213,Brno_1_2023-05-06
Brno_1,5/7/2023,7084,,0,0,0,0,0,0,0,1,0,0,0,2291,31053,Brno_1_2023-05-07
Brno_1,5/8/2023,7978,Den osvobozeni,1,0,0,1,0,0,0,1,0,0,0,2344,31094,Brno_1_2023-05-08
Brno_1,5/9/2023,7355,,0,0,0,0,0,0,0,1,0,0,0,2279,31063,Brno_1_2023-05-09
Brno_1,5/10/2023,7207,,0,0,0,0,0,0,0,1,0,0,0,2302,31064,Brno_1_2023-05-10
Brno_1,5/11/2023,7520,,0,0,0,0,0,0,0,1,0,0,0,2308,31076,Brno_1_2023-05-11
Brno_1,5/12/2023,8435,,0,0,0,0,0,0,0,1,0,0.7,0,2312,31134,Brno_1_2023-05-12
Brno_1,5/13/2023,7726,,0,0,0,0,0,0,0,1,0,0.38,0,2312,31147,Brno_1_2023-05-13
Brno_1,5/14/2023,7556,,0,0,0,0,0,0,0,1,0,12.23,0,2297,31018,Brno_1_2023-05-14
Brno_1,5/15/2023,7337,,0,0,0,0,0,0,0,1,0,4.97,0,2315,30943,Brno_1_2023-05-15
Brno_1,5/16/2023,7166,,0,0,0,0,0,0,0,1,0,21.33,0,2305,30926,Brno_1_2023-05-16
Brno_1,5/17/2023,7240,,0,0,0,0,0,0,0,1,0,15.94,0,2307,30945,Brno_1_2023-05-17
Brno_1,5/18/2023,7189,,0,0,0,0,0,0,0,1,0,0.54,0,2303,30945,Brno_1_2023-05-18
Brno_1,5/19/2023,7981,,0,0,0,0,0,0,0,1,0,0,0,2309,30991,Brno_1_2023-05-19
Brno_1,5/20/2023,7450,,0,0,0,0,0,0,0,1,0,2.41,0,2294,31003,Brno_1_2023-05-20
Brno_1,5/21/2023,7027,,0,0,0,0,0,0,0,1,0,0.37,0,2276,30893,Brno_1_2023-05-21
Brno_1,5/22/2023,7202,,0,0,0,0,0,0,0,1,0,4.82,0,2293,30891,Brno_1_2023-05-22
Brno_1,5/23/2023,7429,,0,0,0,0,0,0,0,1,0,5.11,0,2299,30926,Brno_1_2023-05-23
Brno_1,5/24/2023,7009,,0,0,0,0,0,0,0,1,0,0,0,2284,30907,Brno_1_2023-05-24
Brno_1,5/25/2023,7355,,0,0,0,0,0,0,0,1,0,0,0,2295,30910,Brno_1_2023-05-25
Brno_1,5/26/2023,8408,,0,0,0,0,0,0,0,1,0,0,0,2338,30965,Brno_1_2023-05-26
Brno_1,5/27/2023,6919,,0,0,0,0,0,0,0,1,0,0,0,2294,30921,Brno_1_2023-05-27
Brno_1,5/28/2023,6832,,0,0,0,0,0,0,0,1,0,0,0,2273,30817,Brno_1_2023-05-28
Brno_1,5/29/2023,7011,,0,0,0,0,0,0,0,1,0,0,0,2289,30763,Brno_1_2023-05-29
Brno_1,5/30/2023,6949,,0,0,0,0,0,0,0,1,0,0,0,2279,30726,Brno_1_2023-05-30
Brno_1,5/31/2023,7036,,0,0,0,0,0,0,0,1,0,0,0,2296,30760,Brno_1_2023-05-31
Brno_1,6/1/2023,7034,,0,0,0,0,0,0,0,1,0,0,0,2290,30778,Brno_1_2023-06-01
Brno_1,6/2/2023,7683,,0,0,0,0,0,0,0,1,0,0.85,0,2297,30809,Brno_1_2023-06-02
Brno_1,6/3/2023,7174,,0,0,0,0,0,0,0,1,0,0,0,2283,30806,Brno_1_2023-06-03
Brno_1,6/4/2023,6453,,0,0,0,0,0,0,0,1,0,0,0,2270,30694,Brno_1_2023-06-04
Brno_1,6/5/2023,6806,,0,0,0,0,0,0,0,1,0,10.79,0,2271,30628,Brno_1_2023-06-05
Brno_1,6/6/2023,7190,,0,0,0,0,0,0,0,1,0,7.45,0,2284,30614,Brno_1_2023-06-06
Brno_1,6/7/2023,7000,,0,0,0,0,0,0,0,1,0,5.23,0,2288,30464,Brno_1_2023-06-07
Brno_1,6/8/2023,7178,,0,0,0,0,0,0,0,1,0,1.21,0,2299,30460,Brno_1_2023-06-08
Brno_1,6/9/2023,8063,,0,0,0,0,0,0,0,1,0,7.44,0,2302,30466,Brno_1_2023-06-09
Brno_1,6/10/2023,7213,,0,0,0,0,0,0,0,1,0,4.85,0,2277,30423,Brno_1_2023-06-10
Brno_1,6/11/2023,6746,,0,0,0,0,0,0,0,1,0,0,0,2267,30319,Brno_1_2023-06-11
Brno_1,6/12/2023,6980,,0,0,0,0,0,0,0,1,0,0,0,2289,30232,Brno_1_2023-06-12
Brno_1,6/13/2023,7129,,0,0,0,0,0,0,0,1,0,0.11,0,2276,30132,Brno_1_2023-06-13
Brno_1,6/14/2023,6944,,0,0,0,0,0,0,0,1,0,0,0,2300,30137,Brno_1_2023-06-14
Brno_1,6/15/2023,7237,,0,0,0,0,0,0,0,1,0,1.43,0,2295,30143,Brno_1_2023-06-15
Brno_1,6/16/2023,8403,,0,0,0,0,0,0,0,1,0,0.1,0,2325,30154,Brno_1_2023-06-16
Brno_1,6/17/2023,7003,,0,0,0,0,0,0,0,1,0,0.28,0,2325,30143,Brno_1_2023-06-17
Brno_1,6/18/2023,6907,,0,0,0,0,0,0,0,1,0,0,0,2273,30082,Brno_1_2023-06-18
Brno_1,6/19/2023,7115,,0,0,0,0,0,0,0,1,0,0,0,2290,30021,Brno_1_2023-06-19
Brno_1,6/20/2023,7257,,0,0,0,0,0,0,0,1,0,0.36,0,2301,30055,Brno_1_2023-06-20
Brno_1,6/21/2023,7232,,0,0,0,0,0,0,0,1,0,4.77,0,2306,30092,Brno_1_2023-06-21
Brno_1,6/22/2023,7460,,0,0,0,0,0,0,0,1,0,0.27,0,2311,30081,Brno_1_2023-06-22
Brno_1,6/23/2023,8342,,0,0,0,0,0,0,0,1,0,1.88,0,2313,30148,Brno_1_2023-06-23
Brno_1,6/24/2023,6783,,0,0,0,0,0,0,0,1,0,0.11,0,2284,30116,Brno_1_2023-06-24
Brno_1,6/25/2023,6502,,0,0,0,0,0,0,0,1,0,0,0,2269,30005,Brno_1_2023-06-25
Brno_1,6/26/2023,6994,,0,0,0,0,0,0,0,1,0,0,0,2288,30013,Brno_1_2023-06-26
Brno_1,6/27/2023,6812,,0,0,0,0,0,0,0,1,0,1.74,0,2291,30022,Brno_1_2023-06-27
Brno_1,6/28/2023,6995,,0,0,0,0,0,0,0,1,0,0.24,0,2306,30040,Brno_1_2023-06-28
Brno_1,6/29/2023,7229,,0,0,0,0,0,0,0,1,0,0,0,2295,30059,Brno_1_2023-06-29
Brno_1,6/30/2023,7712,,0,0,0,0,0,0,0,1,0,7.55,0,2301,30062,Brno_1_2023-06-30
Brno_1,7/1/2023,6963,,0,0,0,0,0,0,0,0,0,3.65,0,2291,30050,Brno_1_2023-07-01
Brno_1,7/2/2023,6297,,0,0,0,0,0,0,0,0,0,0.1,0,2278,29972,Brno_1_2023-07-02
Brno_1,7/3/2023,6613,,0,0,0,0,0,0,0,0,0,0,0,2297,29964,Brno_1_2023-07-03
Brno_1,7/4/2023,7288,,0,0,0,0,0,0,0,0,0,0.31,0,2305,30023,Brno_1_2023-07-04
Brno_1,7/5/2023,6763,Cyrila a Metodej,1,0,0,0,0,0,0,0,0,8.46,0,2289,30054,Brno_1_2023-07-05
Brno_1,7/6/2023,6164,Jan Hus,1,0,0,0,0,0,0,0,0,0.49,0,2306,30011,Brno_1_2023-07-06
Brno_1,7/7/2023,6827,,0,0,0,0,0,0,0,0,0,0,0,2290,30014,Brno_1_2023-07-07
Brno_1,7/8/2023,6647,,0,0,0,0,0,0,0,0,0,0,0,2293,29968,Brno_1_2023-07-08
Brno_1,7/9/2023,7144,,0,0,0,0,0,0,0,0,0,0,0,2295,29966,Brno_1_2023-07-09
Brno_1,7/10/2023,7519,,0,0,0,0,0,0,0,0,0,23.62,0,2300,30013,Brno_1_2023-07-10
Brno_1,7/11/2023,7016,,0,0,0,0,0,0,0,0,0,1.46,0,2309,30057,Brno_1_2023-07-11
Brno_1,7/12/2023,7064,,0,0,0,0,0,0,0,0,0,2.79,0,2294,30107,Brno_1_2023-07-12
Brno_1,7/13/2023,7378,,0,0,0,0,0,0,0,0,0,3.88,0,2315,30146,Brno_1_2023-07-13
Brno_1,7/14/2023,8017,,0,0,0,0,0,0,0,0,0,0.11,0,2332,30181,Brno_1_2023-07-14
Brno_1,7/15/2023,7384,,0,0,0,0,0,0,0,0,0,0,0,2289,30173,Brno_1_2023-07-15
Brno_1,7/16/2023,7195,,0,0,0,0,0,0,0,0,0,0,0,2296,30127,Brno_1_2023-07-16
Brno_1,7/17/2023,7501,,0,0,0,0,0,0,0,0,0,10.28,0,2314,30181,Brno_1_2023-07-17
Brno_1,7/18/2023,7073,,0,0,0,0,0,0,0,0,0,0,0,2308,30176,Brno_1_2023-07-18
Brno_1,7/19/2023,7117,,0,0,0,0,0,0,0,0,0,0,0,2291,30235,Brno_1_2023-07-19
Brno_1,7/20/2023,7112,,0,0,0,0,0,0,0,0,0,0,0,2284,30207,Brno_1_2023-07-20
Brno_1,7/21/2023,7851,,0,0,0,0,0,0,0,0,0,4.5,0,2318,30236,Brno_1_2023-07-21
Brno_1,7/22/2023,6759,,0,0,0,0,0,0,0,0,0,0,0,2276,30152,Brno_1_2023-07-22
Brno_1,7/23/2023,6679,,0,0,0,0,0,0,0,0,0,0,0,2279,30052,Brno_1_2023-07-23
Brno_1,7/24/2023,7211,,0,0,0,0,0,0,0,0,0,1.38,0,2294,30098,Brno_1_2023-07-24
Brno_1,7/25/2023,6961,,0,0,0,0,0,0,0,0,0,8.73,0,2309,30139,Brno_1_2023-07-25
Brno_1,7/26/2023,6686,,0,0,0,0,0,0,0,0,0,0.67,0,2301,30138,Brno_1_2023-07-26
Brno_1,7/27/2023,6839,,0,0,0,0,0,0,0,0,0,0,0,2264,30112,Brno_1_2023-07-27
Brno_1,7/28/2023,7600,,0,0,0,0,0,0,0,0,0,3.83,0,2295,30131,Brno_1_2023-07-28
Brno_1,7/29/2023,6873,,0,0,0,0,0,0,0,0,0,1.82,0,2291,30144,Brno_1_2023-07-29
Brno_1,7/30/2023,6542,,0,0,0,0,0,0,0,0,0,7.65,0,2275,30092,Brno_1_2023-07-30
Brno_1,7/31/2023,7049,,0,0,0,0,0,0,0,0,0,0,0,2303,30114,Brno_1_2023-07-31
Brno_1,8/1/2023,7069,,0,0,0,0,0,0,0,0,0,9.35,0,2314,30187,Brno_1_2023-08-01
Brno_1,8/2/2023,6829,,0,0,0,0,0,0,0,0,0,0,0,2314,30230,Brno_1_2023-08-02
Brno_1,8/3/2023,7151,,0,0,0,0,0,0,0,0,0,2.02,0,2335,30228,Brno_1_2023-08-03
Brno_1,8/4/2023,7754,,0,0,0,0,0,0,0,0,0,0.47,0,2345,30295,Brno_1_2023-08-04
Brno_1,8/5/2023,7383,,0,0,0,0,0,0,0,0,0,10.93,0,2336,30402,Brno_1_2023-08-05
Brno_1,8/6/2023,7009,,0,0,0,0,0,0,0,0,0,9.81,0,2354,30471,Brno_1_2023-08-06
Brno_1,8/7/2023,7319,,0,0,0,0,0,0,0,0,0,10.83,0,2365,30563,Brno_1_2023-08-07
Brno_1,8/8/2023,6683,,0,0,0,0,0,0,0,0,0,2.47,0,2351,30552,Brno_1_2023-08-08
Brno_1,8/9/2023,7153,,0,0,0,0,0,0,0,0,0,9.22,0,2363,30550,Brno_1_2023-08-09
Brno_1,8/10/2023,7065,,0,0,0,0,0,0,0,0,0,0,0,2332,30561,Brno_1_2023-08-10
Brno_1,8/11/2023,7851,,0,0,0,0,0,0,0,0,0,0,0,2332,30599,Brno_1_2023-08-11
Brno_1,8/12/2023,7039,,0,0,0,0,0,0,0,0,0,0,0,2307,30570,Brno_1_2023-08-12
Brno_1,8/13/2023,6915,,0,0,0,0,0,0,0,0,0,0,0,2290,30504,Brno_1_2023-08-13
Brno_1,8/14/2023,7322,,0,0,0,0,0,0,0,0,0,0,0,2308,30503,Brno_1_2023-08-14
Brno_1,8/15/2023,7403,,0,0,0,0,0,0,0,0,0,0,0,2350,30520,Brno_1_2023-08-15
Brno_1,8/16/2023,7240,,0,0,0,0,0,0,0,0,0,3.02,0,2301,30544,Brno_1_2023-08-16
Brno_1,8/17/2023,7321,,0,0,0,0,0,0,0,0,0,1.2,0,2319,30548,Brno_1_2023-08-17
Brno_1,8/18/2023,8084,,0,0,0,0,0,0,0,0,0,0.11,0,2336,30569,Brno_1_2023-08-18
Brno_1,8/19/2023,7064,,0,0,0,0,0,0,0,0,0,0,0,2306,30576,Brno_1_2023-08-19
Brno_1,8/20/2023,6937,,0,0,0,0,0,0,0,0,0,0,0,2308,30530,Brno_1_2023-08-20
Brno_1,8/21/2023,7634,,0,0,0,0,0,0,0,0,0,0.37,0,2313,30593,Brno_1_2023-08-21
Brno_1,8/22/2023,7309,,0,0,0,0,0,0,0,0,0,3.75,0,2312,30645,Brno_1_2023-08-22
Brno_1,8/23/2023,7327,,0,0,0,0,0,0,0,0,0,0.69,0,2315,30682,Brno_1_2023-08-23
Brno_1,8/24/2023,7322,,0,0,0,0,0,0,0,0,0,0,0,2331,30725,Brno_1_2023-08-24
Brno_1,8/25/2023,8068,,0,0,0,0,0,0,0,0,0,5.34,0,2320,30809,Brno_1_2023-08-25
Brno_1,8/26/2023,7375,,0,0,0,0,0,0,0,0,0,1.29,0,2301,30879,Brno_1_2023-08-26
Brno_1,8/27/2023,6711,,0,0,0,0,0,0,0,0,0,5.25,0,2306,30872,Brno_1_2023-08-27
Brno_1,8/28/2023,7169,,0,0,0,0,0,0,0,0,0,2.27,0,2281,30908,Brno_1_2023-08-28
Brno_1,8/29/2023,8409,,0,0,0,0,0,0,0,0,0,9.58,0,2338,31138,Brno_1_2023-08-29
Brno_1,8/30/2023,8667,,0,0,0,0,0,0,0,0,0,0.41,0,2327,31334,Brno_1_2023-08-30
Brno_1,8/31/2023,7207,,0,0,0,0,0,0,0,0,0,0,0,2297,31336,Brno_1_2023-08-31
Brno_1,9/1/2023,7783,,0,0,0,0,0,0,0,0,0,1.17,0,2300,31399,Brno_1_2023-09-01
Brno_1,9/2/2023,7165,,0,0,0,0,0,0,0,0,0,0.13,0,2290,31401,Brno_1_2023-09-02
Brno_1,9/3/2023,7187,,0,0,0,0,0,0,0,0,0,0.29,0,2270,31360,Brno_1_2023-09-03
Brno_1,9/4/2023,7075,,0,0,0,0,0,0,0,0,0,0,0,2282,31293,Brno_1_2023-09-04
Brno_1,9/5/2023,7124,,0,0,0,0,0,0,0,0,0,0,0,2291,31252,Brno_1_2023-09-05
Brno_1,9/6/2023,7011,,0,0,0,0,0,0,0,0,0,0,0,2273,31210,Brno_1_2023-09-06
Brno_1,9/7/2023,7505,,0,0,0,0,0,0,0,0,0,0,0,2299,31244,Brno_1_2023-09-07
Brno_1,9/8/2023,8469,,0,0,0,0,0,0,0,0,0,0,0,2302,31250,Brno_1_2023-09-08
Brno_1,9/9/2023,7405,,0,0,0,0,0,0,0,0,0,0,0,2276,31238,Brno_1_2023-09-09
Brno_1,9/10/2023,7270,,0,0,0,0,0,0,0,0,0,0,0,2282,31188,Brno_1_2023-09-10
Brno_1,9/11/2023,7693,,0,0,0,0,0,0,0,0,0,0,0,2311,31218,Brno_1_2023-09-11
Brno_1,9/12/2023,7623,,0,0,0,0,0,0,0,0,0,0,0,2305,31275,Brno_1_2023-09-12
Brno_1,9/13/2023,7378,,0,0,0,0,0,0,0,0,0,4.86,0,2317,31288,Brno_1_2023-09-13
Brno_1,9/14/2023,7790,,0,0,0,0,0,0,0,0,0,2.32,0,2318,31304,Brno_1_2023-09-14
Brno_1,9/15/2023,8717,,0,0,0,0,0,0,0,0,0,0,0,2332,31388,Brno_1_2023-09-15
Brno_1,9/16/2023,7553,,0,0,0,0,0,0,0,0,0,0,0,2313,31389,Brno_1_2023-09-16
Brno_1,9/17/2023,7589,,0,0,0,0,0,0,0,0,0,0,0,2332,31398,Brno_1_2023-09-17
Brno_1,9/18/2023,7540,,0,0,0,0,0,0,0,0,0,0,0,2315,31415,Brno_1_2023-09-18
Brno_1,9/19/2023,7576,,0,0,0,0,0,0,0,0,0,7.84,0,2306,31466,Brno_1_2023-09-19
Brno_1,9/20/2023,7357,,0,0,0,0,0,0,0,0,0,0,0,2279,31471,Brno_1_2023-09-20
Brno_1,9/21/2023,7597,,0,0,0,0,0,0,0,0,0,0,0,2312,31477,Brno_1_2023-09-21
Brno_1,9/22/2023,8890,,0,0,0,0,0,0,0,0,0,1.82,0,2337,31540,Brno_1_2023-09-22
Brno_1,9/23/2023,7831,,0,0,0,0,0,0,0,0,0,1.08,0,2297,31552,Brno_1_2023-09-23
Brno_1,9/24/2023,7610,,0,0,0,0,0,0,0,0,0,0.32,0,2303,31520,Brno_1_2023-09-24
Brno_1,9/25/2023,7097,,0,0,0,0,0,0,0,0,0,0,0,2294,31481,Brno_1_2023-09-25
Brno_1,9/26/2023,7251,,0,0,0,0,0,0,0,0,0,0,0,2288,31525,Brno_1_2023-09-26
Brno_1,9/27/2023,8378,,0,0,0,0,0,0,0,0,0,0,0,2297,31627,Brno_1_2023-09-27
Brno_1,9/28/2023,9416,Den ceske statnosti,1,0,0,1,0,0,0,0,0,0,0,2375,31912,Brno_1_2023-09-28
Brno_1,9/29/2023,8045,,0,0,0,0,0,0,0,0,0,0,0,2339,32049,Brno_1_2023-09-29
Brno_1,9/30/2023,7117,,0,0,0,0,0,0,0,0,0,0.71,0,2278,32015,Brno_1_2023-09-30
Brno_1,10/1/2023,7349,,0,0,0,0,0,0,0,0,0,0,0,2289,31988,Brno_1_2023-10-01
Brno_1,10/2/2023,7287,,0,0,0,0,0,0,0,0,0,0,0,2269,32025,Brno_1_2023-10-02
Brno_1,10/3/2023,7096,,0,0,0,0,0,0,0,0,0,0.96,0,2294,32011,Brno_1_2023-10-03
Brno_1,10/4/2023,7253,,0,0,0,0,0,0,0,0,0,0.12,0,2276,32083,Brno_1_2023-10-04
Brno_1,10/5/2023,7555,,0,0,0,0,0,0,0,0,0,0,0,2301,32171,Brno_1_2023-10-05
Brno_1,10/6/2023,8899,,0,0,0,0,0,0,0,0,0,0,0,2337,32332,Brno_1_2023-10-06
Brno_1,10/7/2023,7852,,0,0,0,0,0,0,0,0,0,0,0,2299,32383,Brno_1_2023-10-07
Brno_1,10/8/2023,7797,,0,0,0,0,0,0,0,0,0,0.74,0,2307,32415,Brno_1_2023-10-08
Brno_1,10/9/2023,7621,,0,0,0,0,0,0,0,0,0,2.7,0,2305,32453,Brno_1_2023-10-09
Brno_1,10/10/2023,7881,,0,0,0,0,0,0,0,0,0,0.4,0,2299,32562,Brno_1_2023-10-10
Brno_1,10/11/2023,7760,,0,0,0,0,0,0,0,0,0,0,0,2299,32678,Brno_1_2023-10-11
Brno_1,10/12/2023,7982,,0,0,0,0,0,0,0,0,0,0,0,2306,32716,Brno_1_2023-10-12
Brno_1,10/13/2023,9133,,0,0,0,0,0,0,0,0,0,0,0,2333,32881,Brno_1_2023-10-13
Brno_1,10/14/2023,7882,,0,0,0,0,0,0,0,0,0,1.03,0,2294,32933,Brno_1_2023-10-14
Brno_1,10/15/2023,7861,,0,0,0,0,0,0,0,0,0,0.16,0,2283,32920,Brno_1_2023-10-15
Brno_1,10/16/2023,7417,,0,0,0,0,0,0,0,0,0,0,0,2289,32956,Brno_1_2023-10-16
Brno_1,10/17/2023,7377,,0,0,0,0,0,0,0,0,0,0,0,2311,32994,Brno_1_2023-10-17
Brno_1,10/18/2023,7736,,0,0,0,0,0,0,0,0,0,0,0,2297,33029,Brno_1_2023-10-18
Brno_1,10/19/2023,7846,,0,0,0,0,0,0,0,0,0,0,0,2314,33105,Brno_1_2023-10-19
Brno_1,10/20/2023,9038,,0,0,0,0,0,0,0,0,0,0,0,2297,33262,Brno_1_2023-10-20
Brno_1,10/21/2023,7849,,0,0,0,0,0,0,0,0,0,2.17,0,2297,33253,Brno_1_2023-10-21
Brno_1,10/22/2023,7639,,0,0,0,0,0,0,0,0,0,1.99,0,2307,33188,Brno_1_2023-10-22
Brno_1,10/23/2023,7257,,0,0,0,0,0,0,0,0,0,0,0,2284,33159,Brno_1_2023-10-23
Brno_1,10/24/2023,7394,,0,0,0,0,0,0,0,0,0,0,0,2326,33160,Brno_1_2023-10-24
Brno_1,10/25/2023,7803,,0,0,0,0,0,0,0,0,0,0,0,2474,33323,Brno_1_2023-10-25
Brno_1,10/26/2023,8126,,0,0,0,0,0,0,0,0,0,1.23,0,2553,33488,Brno_1_2023-10-26
Brno_1,10/27/2023,9386,,0,0,0,0,0,0,0,0,0,17.43,0,2584,33703,Brno_1_2023-10-27
