blackout,city,city_code,date,day,day_importance,day_of_year,frankfurt_shutdown,holiday,holiday_name,id,is_leap_year,mini_shutdown,month,mov_change,order_mean,orders,part_of_year,precipitation,precipitation_lamda_0,precipitation_levels,quarter,school_holidays,shops_closed,shutdown,snow,snow_lamda_m2,snow_levels,user_activity_1,user_activity_1_levels,user_activity_2,warehouse,warehouse_code,warehouse_limited,weekday,weekend,winter_school_holidays,year
0,Prague,4,2022-02-26,26,0.01,57,0,0,,Prague_1_2022-02-26,0,0,2,0.0,5528.0,9194,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1692,4,40667,Prague_1,4,0,6,1,1,2022
0,Prague,4,2022-02-27,27,0.01,58,0,0,,Prague_1_2022-02-27,0,0,2,0.0,5528.0,8828,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1663,4,40441,Prague_1,4,0,7,1,1,2022
0,Prague,4,2022-02-28,28,0.01,59,0,0,,Prague_1_2022-02-28,0,0,2,0.0,5528.0,9553,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1672,4,40364,Prague_1,4,0,1,0,1,2022
0,Prague,4,2022-03-01,1,0.01,60,0,0,,Prague_1_2022-03-01,0,0,3,0.0,5528.0,8734,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1696,4,40244,Prague_1,4,0,2,0,1,2022
0,Prague,4,2022-03-02,2,0.01,61,0,0,,Prague_1_2022-03-02,0,0,3,0.0,5528.0,8683,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1658,4,40144,Prague_1,4,0,3,0,1,2022
0,Prague,4,2022-03-03,3,0.01,62,0,0,,Prague_1_2022-03-03,0,0,3,0.0,5528.0,8946,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1657,4,40041,Prague_1,4,0,4,0,1,2022
0,Prague,4,2022-03-04,4,0.01,63,0,0,,Prague_1_2022-03-04,0,0,3,0.0,5528.0,10189,0,0.0,-6.907755278982137,-3,1,0,0,0,0.47,-1.7538665079944646,-3,1710,4,40018,Prague_1,4,0,5,1,1,2022
0,Prague,4,2022-03-05,5,0.01,64,0,0,,Prague_1_2022-03-05,0,0,3,0.0,5528.0,8881,0,0.0,-6.907755278982137,-3,1,0,0,0,0.23,-8.870139240269108,-3,1688,4,39909,Prague_1,4,0,6,1,1,2022
0,Prague,4,2022-03-06,6,0.01,65,0,0,,Prague_1_2022-03-06,0,0,3,0.0,5528.0,9004,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1634,4,39734,Prague_1,4,0,7,1,1,2022
0,Prague,4,2022-03-07,7,0.01,66,0,0,,Prague_1_2022-03-07,0,0,3,0.0,5528.0,9594,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1786,4,39922,Prague_1,4,0,1,0,1,2022
0,Prague,4,2022-03-08,8,0.29,67,0,0,International womens day,Prague_1_2022-03-08,0,0,3,0.0,5914.0,8510,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1729,4,39952,Prague_1,4,0,2,0,1,2022
0,Prague,4,2022-03-09,9,0.01,68,0,0,,Prague_1_2022-03-09,0,0,3,0.0,5528.0,8124,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1690,4,39932,Prague_1,4,0,3,0,1,2022
0,Prague,4,2022-03-10,10,0.01,69,0,0,,Prague_1_2022-03-10,0,0,3,0.0,5528.0,8696,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1687,4,39840,Prague_1,4,0,4,0,1,2022
0,Prague,4,2022-03-11,11,0.01,70,0,0,,Prague_1_2022-03-11,0,0,3,0.0,5528.0,10062,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1706,4,39816,Prague_1,4,0,5,1,1,2022
0,Prague,4,2022-03-12,12,0.01,71,0,0,,Prague_1_2022-03-12,0,0,3,0.0,5528.0,8348,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1650,4,39698,Prague_1,4,0,6,1,1,2022
0,Prague,4,2022-03-13,13,0.01,72,0,0,,Prague_1_2022-03-13,0,0,3,0.0,5528.0,8470,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1672,4,39472,Prague_1,4,0,7,1,1,2022
0,Prague,4,2022-03-14,14,0.01,73,0,0,,Prague_1_2022-03-14,0,0,3,0.0,5528.0,8905,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1698,4,39492,Prague_1,4,0,1,0,1,2022
0,Prague,4,2022-03-15,15,0.01,74,0,0,,Prague_1_2022-03-15,0,0,3,0.0,5528.0,8389,0,3.22,1.1696918703490617,-2,1,0,0,0,0.0,-499999.49999999977,-4,1684,4,39532,Prague_1,4,0,2,0,1,2022
0,Prague,4,2022-03-16,16,0.01,75,0,0,,Prague_1_2022-03-16,0,0,3,0.0,5528.0,8312,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1678,4,39478,Prague_1,4,0,3,0,1,2022
0,Prague,4,2022-03-17,17,0.01,76,0,0,,Prague_1_2022-03-17,0,0,3,0.0,5528.0,8482,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1716,4,39494,Prague_1,4,0,4,0,1,2022
0,Prague,4,2022-03-18,18,0.01,77,0,0,,Prague_1_2022-03-18,0,0,3,0.0,5528.0,9410,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1717,4,39506,Prague_1,4,0,5,1,1,2022
0,Prague,4,2022-03-19,19,0.01,78,0,0,,Prague_1_2022-03-19,0,0,3,0.0,5528.0,8670,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1676,4,39445,Prague_1,4,0,6,1,1,2022
0,Prague,4,2022-03-20,20,0.01,79,0,0,,Prague_1_2022-03-20,0,0,3,0.0,5528.0,8838,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1654,4,39373,Prague_1,4,0,7,1,1,2022
0,Prague,4,2022-03-21,21,0.01,80,0,0,,Prague_1_2022-03-21,0,0,3,0.0,5528.0,9118,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1656,4,39364,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-03-22,22,0.01,81,0,0,,Prague_1_2022-03-22,0,0,3,0.0,5528.0,8156,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1644,4,39304,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-03-23,23,0.01,82,0,0,,Prague_1_2022-03-23,0,0,3,0.0,5528.0,8364,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1670,4,39280,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-03-24,24,0.01,83,0,0,,Prague_1_2022-03-24,0,0,3,0.0,5528.0,8558,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1652,4,39222,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-03-25,25,0.01,84,0,0,,Prague_1_2022-03-25,0,0,3,0.0,5528.0,9698,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1663,4,39280,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-03-26,26,0.01,85,0,0,,Prague_1_2022-03-26,0,0,3,0.0,5528.0,8056,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1636,4,39159,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-03-27,27,0.01,86,0,0,,Prague_1_2022-03-27,0,0,3,0.0,5528.0,8380,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1597,3,38906,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-03-28,28,0.01,87,0,0,,Prague_1_2022-03-28,0,0,3,0.0,5528.0,8642,0,0.1,-2.2926347621408776,-2,1,0,0,0,0.0,-499999.49999999977,-4,1634,4,38809,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-03-29,29,0.01,88,0,0,,Prague_1_2022-03-29,0,0,3,0.0,5528.0,8034,0,0.0,-6.907755278982137,-3,1,0,0,0,0.0,-499999.49999999977,-4,1636,4,38758,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-03-30,30,0.01,89,0,0,,Prague_1_2022-03-30,0,0,3,0.0,5528.0,8461,0,13.23,2.582562561060274,-1,1,0,0,0,0.0,-499999.49999999977,-4,1664,4,38576,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-03-31,31,0.01,90,0,0,,Prague_1_2022-03-31,0,0,3,0.0,5528.0,9174,0,3.87,1.3535128715955111,-1,1,0,0,0,0.0,-499999.49999999977,-4,1694,4,38536,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-04-01,1,0.01,91,0,0,,Prague_1_2022-04-01,0,0,4,0.0,5528.0,10020,0,0.0,-6.907755278982137,-3,2,0,0,0,0.15,-21.428862769176792,-3,1694,4,38558,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-04-02,2,0.01,92,0,0,,Prague_1_2022-04-02,0,0,4,0.0,5528.0,8554,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1668,4,38486,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-04-03,3,0.01,93,0,0,,Prague_1_2022-04-03,0,0,4,0.0,5528.0,8688,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1628,4,38346,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-04-04,4,0.01,94,0,0,,Prague_1_2022-04-04,0,0,4,0.0,5528.0,8728,0,0.56,-0.5780343734594406,-2,2,0,0,0,0.8,-0.27930053101538177,-2,1644,4,38287,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-04-05,5,0.01,95,0,0,,Prague_1_2022-04-05,0,0,4,0.0,5528.0,8281,0,1.53,0.42592111667554666,-2,2,0,0,0,0.0,-499999.49999999977,-4,1650,4,38224,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-04-06,6,0.01,96,0,0,,Prague_1_2022-04-06,0,0,4,0.0,5528.0,8364,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1636,4,37927,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-04-07,7,0.01,97,0,0,,Prague_1_2022-04-07,0,0,4,0.0,5528.0,8648,0,1.75,0.5601870533037148,-2,2,0,0,0,0.0,-499999.49999999977,-4,1633,4,37834,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-04-08,8,0.01,98,0,0,,Prague_1_2022-04-08,0,0,4,0.0,5528.0,9984,0,6.06,1.801874802969148,-1,2,0,0,0,0.0,-499999.49999999977,-4,1628,4,37850,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-04-09,9,0.01,99,0,0,,Prague_1_2022-04-09,0,0,4,0.0,5528.0,8840,0,6.57,1.882666027915731,-1,2,0,0,0,4.46,0.47487502965374623,-2,1638,4,37852,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-04-10,10,0.01,100,0,0,,Prague_1_2022-04-10,0,0,4,0.0,5528.0,8644,0,1.52,0.4193680132771557,-2,2,0,0,0,0.0,-499999.49999999977,-4,1652,4,37766,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-04-11,11,0.01,101,0,0,,Prague_1_2022-04-11,0,0,4,0.0,5528.0,8380,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1630,4,37687,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-04-12,12,0.01,102,0,0,,Prague_1_2022-04-12,0,0,4,0.0,5528.0,8348,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1642,4,37702,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-04-13,13,0.01,103,0,0,,Prague_1_2022-04-13,0,0,4,0.0,5528.0,9028,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1638,4,37708,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-04-14,14,0.01,104,0,0,,Prague_1_2022-04-14,0,0,4,0.0,5528.0,10885,0,0.45,-0.7962879394794586,-2,2,0,0,0,0.0,-499999.49999999977,-4,1669,4,37780,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-04-15,15,1.24,105,0,1,Good Friday,Prague_1_2022-04-15,0,0,4,0.0,7217.0,9326,0,0.38,-0.9649559038554361,-2,2,0,0,0,0.0,-499999.49999999977,-4,1662,4,37820,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-04-16,16,0.01,106,0,1,,Prague_1_2022-04-16,0,0,4,0.0,5528.0,6775,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1622,4,37700,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-04-17,17,0.01,107,0,1,,Prague_1_2022-04-17,0,0,4,0.0,5528.0,7561,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1612,4,37563,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-04-18,18,0.12,108,0,1,Easter Monday,Prague_1_2022-04-18,0,0,4,0.0,5682.0,7942,0,0.0,-6.907755278982137,-3,2,0,1,0,0.0,-499999.49999999977,-4,1666,4,37522,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-04-19,19,0.01,109,0,0,,Prague_1_2022-04-19,0,0,4,0.0,5528.0,9265,0,3.84,1.3457327493637676,-1,2,0,0,0,0.0,-499999.49999999977,-4,1645,4,37536,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-04-20,20,0.01,110,0,0,,Prague_1_2022-04-20,0,0,4,0.0,5528.0,8396,0,3.02,1.105587902404535,-2,2,0,0,0,0.0,-499999.49999999977,-4,1652,4,37510,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-04-21,21,0.01,111,0,0,,Prague_1_2022-04-21,0,0,4,0.0,5528.0,8323,0,0.35,-1.0469690555162714,-2,2,0,0,0,0.0,-499999.49999999977,-4,1632,4,37466,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-04-22,22,0.01,112,0,0,,Prague_1_2022-04-22,0,0,4,0.0,5528.0,9355,0,5.79,1.7563049882436528,-1,2,0,0,0,0.0,-499999.49999999977,-4,1636,4,37470,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-04-23,23,0.01,113,0,0,,Prague_1_2022-04-23,0,0,4,0.0,5528.0,8014,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1597,3,37419,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-04-24,24,0.01,114,0,0,,Prague_1_2022-04-24,0,0,4,0.0,5528.0,8797,0,9.88,2.290613721212826,-1,2,0,0,0,0.0,-499999.49999999977,-4,1639,4,37378,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-04-25,25,0.01,115,0,0,,Prague_1_2022-04-25,0,0,4,0.0,5528.0,8869,0,0.65,-0.42924563677356775,-2,2,0,0,0,0.0,-499999.49999999977,-4,1718,4,37468,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-04-26,26,0.01,116,0,0,,Prague_1_2022-04-26,0,0,4,0.0,5528.0,8066,0,0.32,-1.1363141558521213,-2,2,0,0,0,0.0,-499999.49999999977,-4,1648,4,37482,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-04-27,27,0.01,117,0,0,,Prague_1_2022-04-27,0,0,4,0.0,5528.0,7866,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1633,4,37418,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-04-28,28,0.01,118,0,0,,Prague_1_2022-04-28,0,0,4,0.0,5528.0,8040,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1632,4,37383,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-04-29,29,0.01,119,0,0,,Prague_1_2022-04-29,0,0,4,0.0,5528.0,9238,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1620,4,37324,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-04-30,30,0.01,120,0,0,,Prague_1_2022-04-30,0,0,4,0.0,5528.0,7963,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1624,4,37188,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-05-01,1,0.28,121,0,1,Labour Day,Prague_1_2022-05-01,0,0,5,0.0,5898.0,8186,0,0.76,-0.2731219211204512,-2,2,0,0,0,0.0,-499999.49999999977,-4,1627,4,37020,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-05-02,2,0.01,122,0,0,,Prague_1_2022-05-02,0,0,5,0.0,5528.0,8818,0,1.71,0.5370779949100564,-2,2,0,0,0,0.0,-499999.49999999977,-4,1651,4,36985,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-05-03,3,0.01,123,0,0,,Prague_1_2022-05-03,0,0,5,0.0,5528.0,8248,0,1.04,0.04018178963283176,-2,2,0,0,0,0.0,-499999.49999999977,-4,1626,4,36970,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-05-04,4,0.01,124,0,0,,Prague_1_2022-05-04,0,0,5,0.0,5528.0,7938,0,0.91,-0.0932123817221787,-2,2,0,0,0,0.0,-499999.49999999977,-4,1615,4,36886,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-05-05,5,0.01,125,0,0,,Prague_1_2022-05-05,0,0,5,0.0,5528.0,8378,0,4.88,1.5853501169050104,-1,2,0,0,0,0.0,-499999.49999999977,-4,1621,4,36855,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-05-06,6,0.01,126,0,0,,Prague_1_2022-05-06,0,0,5,0.0,5528.0,9300,0,0.25,-1.3823023398503531,-2,2,0,0,0,0.0,-499999.49999999977,-4,1640,4,36825,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-05-07,7,0.01,127,0,0,,Prague_1_2022-05-07,0,0,5,0.0,5528.0,8089,0,0.78,-0.24718012914245105,-2,2,0,0,0,0.0,-499999.49999999977,-4,1618,4,36746,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-05-08,8,1.12,128,0,1,Den osvobozeni,Prague_1_2022-05-08,0,0,5,0.0,7056.0,9860,0,0.67,-0.3989861420104552,-2,2,0,1,0,0.0,-499999.49999999977,-4,1712,4,36906,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-05-09,9,0.01,129,0,0,,Prague_1_2022-05-09,0,0,5,0.0,5528.0,9115,0,0.27,-1.305636458102436,-2,2,0,0,0,0.0,-499999.49999999977,-4,1642,4,36904,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-05-10,10,0.01,130,0,0,,Prague_1_2022-05-10,0,0,5,0.0,5528.0,8047,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1628,4,36864,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-05-11,11,0.01,131,0,0,,Prague_1_2022-05-11,0,0,5,0.0,5528.0,8275,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1636,4,36842,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-05-12,12,0.01,132,0,0,,Prague_1_2022-05-12,0,0,5,0.0,5528.0,8536,0,0.81,-0.20948722486672405,-2,2,0,0,0,0.0,-499999.49999999977,-4,1644,4,36829,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-05-13,13,0.01,133,0,0,,Prague_1_2022-05-13,0,0,5,0.0,5528.0,9295,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1621,4,36769,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-05-14,14,0.01,134,0,0,,Prague_1_2022-05-14,0,0,5,0.0,5528.0,7728,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1614,4,36516,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-05-15,15,0.01,135,0,0,,Prague_1_2022-05-15,0,0,5,0.0,5528.0,8215,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1598,3,36382,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-05-16,16,0.01,136,0,0,,Prague_1_2022-05-16,0,0,5,0.0,5528.0,8911,0,7.53,2.0190278351192146,-1,2,0,0,0,0.0,-499999.49999999977,-4,1615,4,36446,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-05-17,17,0.01,137,0,0,,Prague_1_2022-05-17,0,0,5,0.0,5528.0,8106,0,7.61,2.0295945692852544,-1,2,0,0,0,0.0,-499999.49999999977,-4,1603,4,36399,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-05-18,18,0.01,138,0,0,,Prague_1_2022-05-18,0,0,5,0.0,5528.0,8098,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1626,4,36328,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-05-19,19,0.01,139,0,0,,Prague_1_2022-05-19,0,0,5,0.0,5528.0,8342,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1636,4,36225,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-05-20,20,0.01,140,0,0,,Prague_1_2022-05-20,0,0,5,0.0,5528.0,9324,0,2.86,1.0511712140679732,-2,2,0,0,0,0.0,-499999.49999999977,-4,1621,4,36230,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-05-21,21,0.01,141,0,0,,Prague_1_2022-05-21,0,0,5,0.0,5528.0,7656,0,1.68,0.5193888544264784,-2,2,0,0,0,0.0,-499999.49999999977,-4,1615,4,36182,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-05-22,22,0.01,142,0,0,,Prague_1_2022-05-22,0,0,5,0.0,5528.0,8088,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1610,4,36066,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-05-23,23,0.01,143,0,0,,Prague_1_2022-05-23,0,0,5,0.0,5528.0,8698,0,0.38,-0.9649559038554361,-2,2,0,0,0,0.0,-499999.49999999977,-4,1603,4,36075,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-05-24,24,0.01,144,0,0,,Prague_1_2022-05-24,0,0,5,0.0,5528.0,7920,0,4.89,1.58739678155722,-1,2,0,0,0,0.0,-499999.49999999977,-4,1618,4,35984,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-05-25,25,0.01,145,0,0,,Prague_1_2022-05-25,0,0,5,0.0,5528.0,7860,0,1.82,0.5993858007454709,-2,2,0,0,0,0.0,-499999.49999999977,-4,1610,4,35824,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-05-26,26,0.01,146,0,0,,Prague_1_2022-05-26,0,0,5,0.0,5528.0,8046,0,0.1,-2.2926347621408776,-2,2,0,0,0,0.0,-499999.49999999977,-4,1612,4,35799,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-05-27,27,0.01,147,0,0,,Prague_1_2022-05-27,0,0,5,0.0,5528.0,9277,0,1.4,0.3371862673548698,-2,2,0,0,0,0.0,-499999.49999999977,-4,1614,4,35852,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-05-28,28,0.01,148,0,0,,Prague_1_2022-05-28,0,0,5,0.0,5528.0,7612,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1614,4,35818,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-05-29,29,0.01,149,0,0,,Prague_1_2022-05-29,0,0,5,0.0,5528.0,8014,0,1.86,0.6211139776601137,-2,2,0,0,0,0.0,-499999.49999999977,-4,1604,4,35754,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-05-30,30,0.01,150,0,0,,Prague_1_2022-05-30,0,0,5,0.0,5528.0,8558,0,0.88,-0.12669765304595754,-2,2,0,0,0,0.0,-499999.49999999977,-4,1622,4,35756,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-05-31,31,0.01,151,0,0,,Prague_1_2022-05-31,0,0,5,0.0,5528.0,7884,0,3.56,1.2700414042956407,-1,2,0,0,0,0.0,-499999.49999999977,-4,1615,4,35757,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-06-01,1,0.01,152,0,0,,Prague_1_2022-06-01,0,0,6,0.0,5528.0,7957,0,0.71,-0.3410828491788962,-2,2,0,0,0,0.0,-499999.49999999977,-4,1612,4,35722,Prague_1,4,0,3,0,0,2022
1,Prague,4,2022-06-02,2,0.01,153,0,0,,Prague_1_2022-06-02,0,0,6,0.0,5528.0,5832,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1586,3,35579,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-06-03,3,0.01,154,0,0,,Prague_1_2022-06-03,0,0,6,0.0,5528.0,9841,0,1.04,0.04018178963283176,-2,2,0,0,0,0.0,-499999.49999999977,-4,1608,4,35599,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-06-04,4,0.01,155,0,0,,Prague_1_2022-06-04,0,0,6,0.0,5528.0,7693,0,9.21,2.2203984220060984,-1,2,0,0,0,0.0,-499999.49999999977,-4,1597,3,35528,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-06-05,5,0.01,156,0,0,,Prague_1_2022-06-05,0,0,6,0.0,5528.0,7906,0,0.41,-0.8891620644859025,-2,2,0,0,0,0.0,-499999.49999999977,-4,1609,4,35455,Prague_1,4,0,7,1,0,2022
0,Prague,4,2022-06-06,6,0.01,157,0,0,,Prague_1_2022-06-06,0,0,6,0.0,5528.0,8522,0,9.63,2.264987062578727,-1,2,0,0,0,0.0,-499999.49999999977,-4,1604,4,35413,Prague_1,4,0,1,0,0,2022
0,Prague,4,2022-06-07,7,0.01,158,0,0,,Prague_1_2022-06-07,0,0,6,0.0,5528.0,8084,0,11.29,2.424005948198385,-1,2,0,0,0,0.0,-499999.49999999977,-4,1614,4,35128,Prague_1,4,0,2,0,0,2022
0,Prague,4,2022-06-08,8,0.01,159,0,0,,Prague_1_2022-06-08,0,0,6,0.0,5528.0,7717,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1598,3,35016,Prague_1,4,0,3,0,0,2022
0,Prague,4,2022-06-09,9,0.01,160,0,0,,Prague_1_2022-06-09,0,0,6,0.0,5528.0,8356,0,2.28,0.8246139433022508,-2,2,0,0,0,0.0,-499999.49999999977,-4,1602,4,35008,Prague_1,4,0,4,0,0,2022
0,Prague,4,2022-06-10,10,0.01,161,0,0,,Prague_1_2022-06-10,0,0,6,0.0,5528.0,8990,0,0.4,-0.9137938516755678,-2,2,0,0,0,0.0,-499999.49999999977,-4,1610,4,35002,Prague_1,4,0,5,1,0,2022
0,Prague,4,2022-06-11,11,0.01,162,0,0,,Prague_1_2022-06-11,0,0,6,0.0,5528.0,7428,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1608,4,34970,Prague_1,4,0,6,1,0,2022
0,Prague,4,2022-06-12,12,0.01,163,0,0,,Prague_1_2022-06-12,0,0,6,0.0,5528.0,7876,0,0.0,-6.907755278982137,-3,2,0,0,0,0.0,-499999.49999999977,-4,1585,3,34884,Prague_1,4,0,7,1,0,2022
